Index_x,CardNo,Sex,Major,AccessCardNo,Index_y,Date,Address,Access,Describe,Time
315,180315,女,18金融管理,19220058,1349247.0,2019/4/9,青鸾苑[出门],1.0,允许通过,19:49
315,180315,女,18金融管理,19220058,1349628.0,2019/4/10,青鸾苑[出门],1.0,允许通过,12:09
315,180315,女,18金融管理,19220058,1350726.0,2019/4/10,青鸾苑[进门],1.0,允许通过,20:33
315,180315,女,18金融管理,19220058,1350855.0,2019/4/11,青鸾苑[出门],1.0,允许通过,13:11
315,180315,女,18金融管理,19220058,1351729.0,2019/4/11,青鸾苑[出门],1.0,允许通过,20:14
315,180315,女,18金融管理,19220058,1356411.0,2019/4/12,青鸾苑[进门],1.0,允许通过,11:28
315,180315,女,18金融管理,19220058,1356573.0,2019/4/13,青鸾苑[出门],1.0,允许通过,12:49
315,180315,女,18金融管理,19220058,1356588.0,2019/4/13,青鸾苑[进门],1.0,允许通过,13:18
315,180315,女,18金融管理,19220058,1366764.0,2019/4/21,青鸾苑[出门],1.0,允许通过,12:54
315,180315,女,18金融管理,19220058,1367023.0,2019/4/21,青鸾苑[进门],1.0,允许通过,21:45
315,180315,女,18金融管理,19220058,1369538.0,2019/4/24,青鸾苑[出门],1.0,允许通过,12:27
315,180315,女,18金融管理,19220058,1369552.0,2019/4/24,青鸾苑[进门],1.0,允许通过,12:54
315,180315,女,18金融管理,19220058,1369600.0,2019/4/24,青鸾苑[进门],1.0,允许通过,00:00
315,180315,女,18金融管理,19220058,1369756.0,2019/4/25,青鸾苑[进门],1.0,允许通过,17:01
315,180315,女,18金融管理,19220058,1370699.0,2019/4/25,青鸾苑[出门],1.0,允许通过,20:04
315,180315,女,18金融管理,19220058,1370830.0,2019/4/26,青鸾苑[出门],1.0,允许通过,13:05
315,180315,女,18金融管理,19220058,1370839.0,2019/4/26,青鸾苑[进门],1.0,允许通过,13:36
315,180315,女,18金融管理,19220058,1376176.0,2019/4/26,青鸾苑[出门],1.0,允许通过,00:00
315,180315,女,18金融管理,19220058,1376178.0,2019/4/26,青鸾苑[进门],1.0,允许通过,21:15
315,180315,女,18金融管理,19220058,1376378.0,2019/4/27,青鸾苑[出门],1.0,允许通过,13:41
320,180320,女,18金融管理,21456458,1344737.0,2019/4/29,飞凤轩[出门],1.0,允许通过,17:39
320,180320,女,18金融管理,21456458,1347922.0,2019/4/8,飞凤轩[进门],1.0,允许通过,00:00
320,180320,女,18金融管理,21456458,1353874.0,2019/4/12,飞凤轩[出门],1.0,允许通过,13:04
320,180320,女,18金融管理,21456458,1360571.0,2019/4/18,飞凤轩[进门],1.0,允许通过,14:39
320,180320,女,18金融管理,21456458,1363133.0,2019/4/20,飞凤轩[出门],1.0,允许通过,14:11
320,180320,女,18金融管理,21456458,1363146.0,2019/4/20,飞凤轩[进门],1.0,允许通过,14:22
320,180320,女,18金融管理,21456458,1365310.0,2019/4/20,飞凤轩[进门],1.0,允许通过,20:02
320,180320,女,18金融管理,21456458,1366106.0,2019/4/21,飞凤轩[进门],1.0,允许通过,00:00
320,180320,女,18金融管理,21456458,1368094.0,2019/4/23,飞凤轩[进门],1.0,允许通过,08:24
320,180320,女,18金融管理,21456458,1368097.0,2019/4/23,飞凤轩[出门],1.0,允许通过,08:34
323,180323,女,18金融管理,19432954,1341388.0,2019/4/2,飞凤轩[出门],1.0,允许通过,16:07
323,180323,女,18金融管理,19432954,1344141.0,2019/4/2,飞凤轩[进门],1.0,允许通过,21:58
323,180323,女,18金融管理,19432954,1344964.0,2019/4/29,飞凤轩[进门],1.0,允许通过,19:35
323,180323,女,18金融管理,19432954,1345340.0,2019/4/30,飞凤轩[出门],1.0,允许通过,00:00
323,180323,女,18金融管理,19432954,1345568.0,2019/4/30,飞凤轩[出门],1.0,允许通过,00:00
323,180323,女,18金融管理,19432954,1348173.0,2019/4/8,飞凤轩[进门],1.0,允许通过,20:59
323,180323,女,18金融管理,19432954,1348801.0,2019/4/9,飞凤轩[进门],1.0,允许通过,21:13
323,180323,女,18金融管理,19432954,1351638.0,2019/4/11,飞凤轩[进门],1.0,允许通过,23:20
323,180323,女,18金融管理,19432954,1351872.0,2019/4/12,飞凤轩[出门],1.0,允许通过,09:20
323,180323,女,18金融管理,19432954,1354984.0,2019/4/13,飞凤轩[进门],1.0,允许通过,20:18
323,180323,女,18金融管理,19432954,1355330.0,2019/4/14,飞凤轩[出门],1.0,允许通过,08:44
323,180323,女,18金融管理,19432954,1355335.0,2019/4/14,飞凤轩[进门],1.0,允许通过,08:47
323,180323,女,18金融管理,19432954,1355681.0,2019/4/14,飞凤轩[出门],1.0,允许通过,12:24
323,180323,女,18金融管理,19432954,1356020.0,2019/4/14,飞凤轩[进门],1.0,允许通过,19:44
323,180323,女,18金融管理,19432954,1358954.0,2019/4/16,飞凤轩[进门],1.0,允许通过,21:36
323,180323,女,18金融管理,19432954,1359161.0,2019/4/17,飞凤轩[出门],1.0,允许通过,08:49
323,180323,女,18金融管理,19432954,1360225.0,2019/4/17,飞凤轩[进门],1.0,允许通过,21:48
323,180323,女,18金融管理,19432954,1362528.0,2019/4/19,飞凤轩[出门],1.0,允许通过,00:00
323,180323,女,18金融管理,19432954,1365634.0,2019/4/21,飞凤轩[出门],1.0,允许通过,08:33
323,180323,女,18金融管理,19432954,1365648.0,2019/4/21,飞凤轩[进门],1.0,允许通过,08:52
323,180323,女,18金融管理,19432954,1374341.0,2019/4/27,飞凤轩[出门],1.0,允许通过,20:19
323,180323,女,18金融管理,19432954,1374824.0,2019/4/28,飞凤轩[进门],1.0,允许通过,21:40
323,180323,女,18金融管理,19432954,1374848.0,2019/4/28,飞凤轩[出门],1.0,允许通过,22:09
336,180336,女,18金融管理,20435898,1331569.0,2019/4/1,飞凤轩[进门],1.0,允许通过,00:00
336,180336,女,18金融管理,20435898,1334819.0,2019/4/5,飞凤轩[出门],1.0,允许通过,08:54
336,180336,女,18金融管理,20435898,1335326.0,2019/4/5,飞凤轩[进门],1.0,允许通过,20:48
336,180336,女,18金融管理,20435898,1337093.0,2019/4/7,飞凤轩[进门],1.0,允许通过,21:35
336,180336,女,18金融管理,20435898,1339270.0,2019/4/3,飞凤轩[进门],1.0,允许通过,19:27
336,180336,女,18金融管理,20435898,1339339.0,2019/4/3,飞凤轩[出门],1.0,允许通过,20:28
336,180336,女,18金融管理,20435898,1339877.0,2019/4/4,飞凤轩[出门],1.0,允许通过,09:40
336,180336,女,18金融管理,20435898,1340044.0,2019/4/4,飞凤轩[进门],1.0,允许通过,13:23
336,180336,女,18金融管理,20435898,1340076.0,2019/4/4,飞凤轩[出门],1.0,允许通过,13:42
336,180336,女,18金融管理,20435898,1340325.0,2019/4/4,飞凤轩[进门],1.0,允许通过,15:48
336,180336,女,18金融管理,20435898,1341301.0,2019/4/2,飞凤轩[进门],1.0,允许通过,13:54
336,180336,女,18金融管理,20435898,1344389.0,2019/4/29,飞凤轩[出门],1.0,允许通过,08:48
336,180336,女,18金融管理,20435898,1344738.0,2019/4/29,飞凤轩[进门],1.0,允许通过,17:40
336,180336,女,18金融管理,20435898,1345079.0,2019/4/29,飞凤轩[出门],1.0,允许通过,20:49
336,180336,女,18金融管理,20435898,1345454.0,2019/4/30,飞凤轩[出门],1.0,允许通过,09:30
336,180336,女,18金融管理,20435898,1345528.0,2019/4/30,飞凤轩[进门],1.0,允许通过,10:37
336,180336,女,18金融管理,20435898,1345737.0,2019/4/30,飞凤轩[出门],1.0,允许通过,19:18
336,180336,女,18金融管理,20435898,1345967.0,2019/4/30,飞凤轩[进门],1.0,允许通过,21:48
336,180336,女,18金融管理,20435898,1348400.0,2019/4/9,飞凤轩[出门],1.0,允许通过,09:14
336,180336,女,18金融管理,20435898,1348717.0,2019/4/9,飞凤轩[出门],1.0,允许通过,19:16
336,180336,女,18金融管理,20435898,1350645.0,2019/4/11,飞凤轩[进门],1.0,允许通过,13:10
336,180336,女,18金融管理,20435898,1351372.0,2019/4/11,飞凤轩[进门],1.0,允许通过,19:39
336,180336,女,18金融管理,20435898,1351447.0,2019/4/11,飞凤轩[出门],1.0,允许通过,20:53
336,180336,女,18金融管理,20435898,1351597.0,2019/4/11,飞凤轩[进门],1.0,允许通过,22:34
336,180336,女,18金融管理,20435898,1351875.0,2019/4/12,飞凤轩[出门],1.0,允许通过,09:26
336,180336,女,18金融管理,20435898,1354499.0,2019/4/13,飞凤轩[出门],1.0,允许通过,09:04
336,180336,女,18金融管理,20435898,1358497.0,2019/4/16,飞凤轩[出门],1.0,允许通过,00:00
336,180336,女,18金融管理,20435898,1359029.0,2019/4/16,飞凤轩[进门],1.0,允许通过,22:17
336,180336,女,18金融管理,20435898,1360061.0,2019/4/17,飞凤轩[出门],1.0,允许通过,19:25
336,180336,女,18金融管理,20435898,1360566.0,2019/4/18,飞凤轩[出门],1.0,允许通过,14:34
336,180336,女,18金融管理,20435898,1361485.0,2019/4/18,飞凤轩[进门],1.0,允许通过,21:59
336,180336,女,18金融管理,20435898,1361669.0,2019/4/19,飞凤轩[出门],1.0,允许通过,09:25
336,180336,女,18金融管理,20435898,1362925.0,2019/4/20,飞凤轩[出门],1.0,允许通过,08:29
336,180336,女,18金融管理,20435898,1363197.0,2019/4/20,飞凤轩[进门],1.0,允许通过,15:15
336,180336,女,18金融管理,20435898,1365850.0,2019/4/21,飞凤轩[出门],1.0,允许通过,00:00
336,180336,女,18金融管理,20435898,1365853.0,2019/4/21,飞凤轩[进门],1.0,允许通过,14:02
336,180336,女,18金融管理,20435898,1367824.0,2019/4/22,飞凤轩[出门],1.0,允许通过,19:57
336,180336,女,18金融管理,20435898,1367907.0,2019/4/22,飞凤轩[进门],1.0,允许通过,21:22
336,180336,女,18金融管理,20435898,1370228.0,2019/4/25,飞凤轩[出门],1.0,允许通过,19:16
336,180336,女,18金融管理,20435898,1370412.0,2019/4/25,飞凤轩[进门],1.0,允许通过,21:35
336,180336,女,18金融管理,20435898,1370468.0,2019/4/25,飞凤轩[出门],1.0,允许通过,00:00
336,180336,女,18金融管理,20435898,1374252.0,2019/4/27,飞凤轩[出门],1.0,允许通过,15:47
452,180452,女,18投资与理财,18614986,1337530.0,2019/4/1,青鸾苑[进门],1.0,允许通过,19:44
452,180452,女,18投资与理财,18614986,1337693.0,2019/4/5,青鸾苑[进门],1.0,允许通过,00:00
452,180452,女,18投资与理财,18614986,1337870.0,2019/4/5,青鸾苑[出门],1.0,允许通过,20:26
452,180452,女,18投资与理财,18614986,1346169.0,2019/4/4,青鸾苑[进门],1.0,允许通过,20:36
452,180452,女,18投资与理财,18614986,1346437.0,2019/4/29,青鸾苑[出门],1.0,允许通过,08:04
452,180452,女,18投资与理财,18614986,1349038.0,2019/4/8,青鸾苑[进门],1.0,允许通过,19:41
452,180452,女,18投资与理财,18614986,1349151.0,2019/4/9,青鸾苑[出门],1.0,允许通过,00:00
452,180452,女,18投资与理财,18614986,1350711.0,2019/4/10,青鸾苑[进门],1.0,允许通过,19:56
452,180452,女,18投资与理财,18614986,1356486.0,2019/4/13,青鸾苑[出门],1.0,允许通过,08:03
452,180452,女,18投资与理财,18614986,1359235.0,2019/4/15,青鸾苑[进门],1.0,允许通过,22:35
452,180452,女,18投资与理财,18614986,1361866.0,2019/4/18,青鸾苑[进门],1.0,允许通过,22:58
452,180452,女,18投资与理财,18614986,1363425.0,2019/4/20,青鸾苑[进门],1.0,允许通过,14:03
452,180452,女,18投资与理财,18614986,1366881.0,2019/4/21,青鸾苑[进门],1.0,允许通过,17:03
452,180452,女,18投资与理财,18614986,1366944.0,2019/4/21,青鸾苑[进门],1.0,允许通过,18:50
452,180452,女,18投资与理财,18614986,1368864.0,2019/4/23,青鸾苑[进门],1.0,允许通过,00:00
452,180452,女,18投资与理财,18614986,1369598.0,2019/4/24,青鸾苑[进门],1.0,允许通过,00:00
452,180452,女,18投资与理财,18614986,1376241.0,2019/4/27,青鸾苑[出门],1.0,允许通过,08:07
452,180452,女,18投资与理财,18614986,1376632.0,2019/4/28,青鸾苑[进门],1.0,允许通过,23:59
518,180518,男,18电子商务,21450730,1338686.0,2019/4/5,第七教学楼[进门],1.0,允许通过,11:15
527,180527,男,18电子商务,21018010,1334574.0,2019/4/1,飞凤轩[出门],1.0,允许通过,21:57
527,180527,男,18电子商务,21018010,1334868.0,2019/4/5,飞凤轩[进门],1.0,允许通过,09:46
527,180527,男,18电子商务,21018010,1335773.0,2019/4/6,飞凤轩[进门],1.0,允许通过,16:54
527,180527,男,18电子商务,21018010,1335959.0,2019/4/6,飞凤轩[出门],1.0,允许通过,19:41
527,180527,男,18电子商务,21018010,1335984.0,2019/4/6,飞凤轩[出门],1.0,允许通过,00:00
527,180527,男,18电子商务,21018010,1335988.0,2019/4/6,飞凤轩[进门],1.0,允许通过,20:07
527,180527,男,18电子商务,21018010,1336172.0,2019/4/7,飞凤轩[出门],1.0,允许通过,07:32
527,180527,男,18电子商务,21018010,1339485.0,2019/4/3,飞凤轩[出门],1.0,允许通过,22:25
527,180527,男,18电子商务,21018010,1339493.0,2019/4/3,飞凤轩[进门],1.0,允许通过,22:33
527,180527,男,18电子商务,21018010,1341031.0,2019/4/4,飞凤轩[进门],1.0,允许通过,22:29
