Index,AccessCardNo,Date,Address,Access,Describe,Time
1330928,2009099,2019/4/1,第六教学楼[出门],1,允许通过,05:51
1330929,19753248,2019/4/1,第六教学楼[出门],1,允许通过,06:16
1331866,21844192,2019/4/1,第七教学楼[进门],1,允许通过,06:19
1330930,15158315,2019/4/1,第六教学楼[出门],1,允许通过,06:19
1330931,21403626,2019/4/1,第六教学楼[出门],1,允许通过,06:20
1331394,21355962,2019/4/1,飞凤轩[出门],1,允许通过,06:22
1331395,19435482,2019/4/1,飞凤轩[出门],1,允许通过,06:24
1330932,7641216,2019/4/1,第六教学楼[出门],1,允许通过,06:24
1330933,17705794,2019/4/1,第六教学楼[出门],1,允许通过,06:24
1331396,1326299,2019/4/1,飞凤轩[出门],1,允许通过,06:25
1331868,16920384,2019/4/1,第七教学楼[进门],1,允许通过,06:27
1331867,16920384,2019/4/1,第七教学楼[进门],1,允许通过,06:27
1330934,24010162,2019/4/1,第六教学楼[进门],1,允许通过,06:27
1331397,16864852,2019/4/1,飞凤轩[出门],1,允许通过,06:27
1331398,20531178,2019/4/1,飞凤轩[出门],1,允许通过,06:28
1330935,24010162,2019/4/1,第六教学楼[出门],1,允许通过,06:28
1331399,124859,2019/4/1,飞凤轩[出门],1,允许通过,06:28
1331400,1356470,2019/4/1,飞凤轩[出门],1,允许通过,06:29
1330936,24801595,2019/4/1,第六教学楼[出门],1,允许通过,06:29
1330938,24010162,2019/4/1,第六教学楼[进门],1,允许通过,06:29
1330937,24010162,2019/4/1,第六教学楼[进门],1,允许通过,06:29
1330939,20017930,2019/4/1,第六教学楼[出门],1,允许通过,06:30
1330865,24010162,2019/4/1,第五教学楼[出门],1,允许通过,06:31
1331401,9622315,2019/4/1,飞凤轩[出门],1,允许通过,06:31
1331402,9622315,2019/4/1,飞凤轩[进门],1,允许通过,06:32
1331403,15801451,2019/4/1,飞凤轩[出门],1,允许通过,06:33
1331404,19359866,2019/4/1,飞凤轩[出门],1,允许通过,06:34
1331405,9622315,2019/4/1,飞凤轩[出门],1,允许通过,06:35
1331406,1238278,2019/4/1,飞凤轩[出门],1,允许通过,06:36
1331407,16442340,2019/4/1,飞凤轩[出门],1,允许通过,06:37
1331408,19700234,2019/4/1,飞凤轩[出门],1,允许通过,06:39
1331409,21747610,2019/4/1,飞凤轩[出门],1,允许通过,06:41
1331410,419622,2019/4/1,飞凤轩[出门],1,允许通过,06:41
1331411,17112117,2019/4/1,飞凤轩[出门],1,允许通过,06:49
1331412,5806804,2019/4/1,飞凤轩[出门],1,允许通过,06:51
1331413,21438874,2019/4/1,飞凤轩[出门],1,允许通过,06:52
1331414,6021940,2019/4/1,飞凤轩[出门],1,允许通过,06:52
1331415,20523226,2019/4/1,飞凤轩[出门],1,允许通过,06:53
1331869,19442199,2019/4/1,第七教学楼[进门],1,允许通过,06:56
1331416,15625616,2019/4/1,飞凤轩[出门],1,允许通过,06:58
1331870,22963959,2019/4/1,第七教学楼[进门],1,允许通过,06:58
1331417,562582,2019/4/1,飞凤轩[出门],1,允许通过,07:00
1331418,19755610,2019/4/1,飞凤轩[出门],1,允许通过,07:01
1331419,18801799,2019/4/1,飞凤轩[出门],1,允许通过,07:02
1331420,24212807,2019/4/1,飞凤轩[出门],1,允许通过,00:00
1331421,19358186,2019/4/1,飞凤轩[出门],1,允许通过,07:06
1331422,20717962,2019/4/1,飞凤轩[出门],1,允许通过,00:00
1331871,2721255,2019/4/1,第七教学楼[进门],1,允许通过,07:09
1331423,13916804,2019/4/1,飞凤轩[出门],1,允许通过,07:09
1331424,6817076,2019/4/1,飞凤轩[出门],1,允许通过,00:00
1331425,12358500,2019/4/1,飞凤轩[出门],1,允许通过,07:11
1331426,18262967,2019/4/1,飞凤轩[出门],1,允许通过,07:13
1331427,21529546,2019/4/1,飞凤轩[出门],1,允许通过,07:14
1331428,17617476,2019/4/1,飞凤轩[出门],1,允许通过,07:14
1331429,20922020,2019/4/1,飞凤轩[出门],1,允许通过,07:14
1331430,20835012,2019/4/1,飞凤轩[出门],1,允许通过,07:15
1331431,20161818,2019/4/1,飞凤轩[出门],1,允许通过,07:17
1331432,24006618,2019/4/1,飞凤轩[出门],1,允许通过,07:17
1331433,19226602,2019/4/1,飞凤轩[出门],1,允许通过,07:18
1331766,19502391,2019/4/1,青鸾苑[出门],1,允许通过,07:19
1331434,20801082,2019/4/1,飞凤轩[出门],1,允许通过,07:19
1331767,19413607,2019/4/1,青鸾苑[出门],1,允许通过,07:19
1331435,21245194,2019/4/1,飞凤轩[出门],1,允许通过,07:19
1331872,20022544,2019/4/1,第七教学楼[进门],1,允许通过,07:20
1331436,18262967,2019/4/1,飞凤轩[进门],1,允许通过,07:20
1331437,17902981,2019/4/1,飞凤轩[出门],1,允许通过,07:21
1331438,24860034,2019/4/1,飞凤轩[进门],1,允许通过,07:21
1331439,19001306,2019/4/1,飞凤轩[出门],1,允许通过,07:23
1331440,21009434,2019/4/1,飞凤轩[出门],1,允许通过,07:23
1331441,19439722,2019/4/1,飞凤轩[出门],1,允许通过,07:23
1331442,19440410,2019/4/1,飞凤轩[出门],1,允许通过,07:25
1331443,19325616,2019/4/1,飞凤轩[出门],1,允许通过,07:25
1331444,19359866,2019/4/1,飞凤轩[进门],1,允许通过,07:26
1331445,22639082,2019/4/1,飞凤轩[出门],1,允许通过,07:26
1331446,19617370,2019/4/1,飞凤轩[出门],1,允许通过,07:26
1331447,18542202,2019/4/1,飞凤轩[出门],1,允许通过,07:27
1331448,18426266,2019/4/1,飞凤轩[出门],1,允许通过,07:27
1331449,20922020,2019/4/1,飞凤轩[出门],1,允许通过,07:28
1331450,20620010,2019/4/1,飞凤轩[出门],1,允许通过,07:28
1331873,18112791,2019/4/1,第七教学楼[进门],1,允许通过,07:28
1331451,21118378,2019/4/1,飞凤轩[出门],1,允许通过,07:28
1331768,245047,2019/4/1,青鸾苑[出门],1,允许通过,07:30
1331452,22019866,2019/4/1,飞凤轩[出门],1,允许通过,07:30
1331453,17106069,2019/4/1,飞凤轩[出门],1,允许通过,07:30
1331454,131222,2019/4/1,飞凤轩[出门],1,允许通过,07:31
1331455,20523338,2019/4/1,飞凤轩[出门],1,允许通过,07:31
1331456,15726708,2019/4/1,飞凤轩[出门],1,允许通过,07:31
1331457,16853973,2019/4/1,飞凤轩[出门],1,允许通过,07:31
1331458,20706394,2019/4/1,飞凤轩[出门],1,允许通过,07:32
1331874,22129044,2019/4/1,第七教学楼[进门],1,允许通过,07:32
1331459,24321546,2019/4/1,飞凤轩[出门],1,允许通过,07:33
1331460,20117514,2019/4/1,飞凤轩[出门],1,允许通过,07:33
1331461,21449226,2019/4/1,飞凤轩[出门],1,允许通过,07:33
1331462,21524362,2019/4/1,飞凤轩[出门],1,允许通过,07:34
1331463,19442490,2019/4/1,飞凤轩[出门],1,允许通过,07:35
1331464,9249909,2019/4/1,飞凤轩[出门],1,允许通过,07:35
1331465,17055125,2019/4/1,飞凤轩[出门],1,允许通过,07:36
1331466,1401350,2019/4/1,飞凤轩[出门],1,允许通过,07:36
1331769,8404164,2019/4/1,青鸾苑[出门],1,允许通过,07:36
1331467,19344282,2019/4/1,飞凤轩[出门],1,允许通过,07:36
1331468,19755786,2019/4/1,飞凤轩[出门],1,允许通过,07:36
1331469,633062,2019/4/1,飞凤轩[出门],1,允许通过,07:37
1331470,19442010,2019/4/1,飞凤轩[出门],1,允许通过,07:38
1330940,21524810,2019/4/1,第六教学楼[出门],1,允许通过,07:38
1331770,22218247,2019/4/1,青鸾苑[出门],1,允许通过,07:39
1331771,3108871,2019/4/1,青鸾苑[出门],1,允许通过,07:42
1331772,16645200,2019/4/1,青鸾苑[出门],1,允许通过,07:44
1331773,13749824,2019/4/1,青鸾苑[出门],1,允许通过,07:45
1331774,1746955,2019/4/1,青鸾苑[出门],1,允许通过,07:46
1331775,307878,2019/4/1,青鸾苑[出门],1,允许通过,07:47
1331776,9210324,2019/4/1,青鸾苑[出门],1,允许通过,07:49
1331875,18553194,2019/4/1,第七教学楼[进门],1,允许通过,07:49
1331777,15419940,2019/4/1,青鸾苑[出门],1,允许通过,07:49
1331778,24004775,2019/4/1,青鸾苑[出门],1,允许通过,07:51
1331876,13064327,2019/4/1,第七教学楼[进门],1,允许通过,07:51
1331779,6163748,2019/4/1,青鸾苑[出门],1,允许通过,07:51
1331877,1922466,2019/4/1,第七教学楼[进门],1,允许通过,07:52
1331781,23965239,2019/4/1,青鸾苑[出门],1,允许通过,07:53
1331782,505254,2019/4/1,青鸾苑[出门],1,允许通过,07:54
1331785,11939106,2019/4/1,青鸾苑[出门],1,允许通过,07:54
1331786,18400452,2019/4/1,青鸾苑[出门],1,允许通过,07:55
1331787,22504631,2019/4/1,青鸾苑[出门],1,允许通过,07:56
1331878,3025104,2019/4/1,第七教学楼[进门],1,允许通过,07:56
1331879,21449898,2019/4/1,第七教学楼[进门],1,允许通过,07:58
1331788,18421348,2019/4/1,青鸾苑[出门],1,允许通过,07:58
1331789,4905008,2019/4/1,青鸾苑[出门],1,允许通过,07:58
1331790,12960443,2019/4/1,青鸾苑[出门],1,允许通过,07:59
1331791,20730071,2019/4/1,青鸾苑[出门],1,允许通过,08:00
1331792,4123428,2019/4/1,青鸾苑[出门],1,允许通过,08:00
1331793,5358372,2019/4/1,青鸾苑[出门],1,允许通过,08:01
1331880,7627392,2019/4/1,第七教学楼[进门],1,允许通过,00:00
1331794,4262452,2019/4/1,青鸾苑[出门],1,允许通过,00:00
1330941,18934071,2019/4/1,第六教学楼[出门],1,允许通过,08:01
1331795,9951668,2019/4/1,青鸾苑[出门],1,允许通过,00:00
1331796,17622087,2019/4/1,青鸾苑[出门],1,允许通过,08:02
1330942,17761399,2019/4/1,第六教学楼[出门],1,允许通过,08:03
1331797,21715812,2019/4/1,青鸾苑[出门],1,允许通过,00:00
1331881,19001690,2019/4/1,第七教学楼[进门],1,允许通过,00:00
1331798,408023,2019/4/1,青鸾苑[出门],1,允许通过,08:03
1330943,7110939,2019/4/1,第六教学楼[出门],1,允许通过,08:03
1331799,20952327,2019/4/1,青鸾苑[出门],1,允许通过,08:04
1331800,19739959,2019/4/1,青鸾苑[出门],1,允许通过,00:00
1331801,19347044,2019/4/1,青鸾苑[出门],1,允许通过,08:05
1331802,24345575,2019/4/1,青鸾苑[出门],1,允许通过,08:05
1331803,18262967,2019/4/1,青鸾苑[进门],1,允许通过,00:00
1331804,20822679,2019/4/1,青鸾苑[出门],1,允许通过,00:00
1331805,20527140,2019/4/1,青鸾苑[出门],1,允许通过,00:00
1331806,17661335,2019/4/1,青鸾苑[出门],1,允许通过,08:06
1331807,25326859,2019/4/1,青鸾苑[出门],1,允许通过,00:00
1331808,24222587,2019/4/1,青鸾苑[出门],1,允许通过,08:08
1331809,10003492,2019/4/1,青鸾苑[出门],1,允许通过,00:00
1330866,6936555,2019/4/1,第五教学楼[进门],1,允许通过,00:00
1330867,9644192,2019/4/1,第五教学楼[出门],1,允许通过,08:17
1331471,6936474,2019/4/1,飞凤轩[出门],1,允许通过,08:18
1331472,21838010,2019/4/1,飞凤轩[出门],1,允许通过,08:19
1331473,6936474,2019/4/1,飞凤轩[进门],1,允许通过,08:21
1331474,21756842,2019/4/1,飞凤轩[进门],1,允许通过,08:23
1331475,1310144,2019/4/1,飞凤轩[出门],1,允许通过,08:25
1331476,23959136,2019/4/1,飞凤轩[出门],1,允许通过,08:27
1331477,20348506,2019/4/1,飞凤轩[出门],1,允许通过,08:30
1331883,16059554,2019/4/1,第七教学楼[进门],1,允许通过,08:33
1331478,18432026,2019/4/1,飞凤轩[出门],1,允许通过,08:34
1331480,20717962,2019/4/1,飞凤轩[进门],1,允许通过,08:36
1331479,20717962,2019/4/1,飞凤轩[进门],1,允许通过,08:36
1330945,11759250,2019/4/1,第六教学楼[进门],1,允许通过,08:36
1330944,11759250,2019/4/1,第六教学楼[进门],1,允许通过,08:36
1331481,18432026,2019/4/1,飞凤轩[进门],1,允许通过,08:39
1331482,22058741,2019/4/1,飞凤轩[进门],1,允许通过,08:39
1331483,15852368,2019/4/1,飞凤轩[出门],1,允许通过,08:42
1331889,18149415,2019/4/1,第七教学楼[进门],1,允许通过,08:44
1330948,21451114,2019/4/1,第六教学楼[进门],1,允许通过,08:45
1330949,11759250,2019/4/1,第六教学楼[出门],1,允许通过,08:45
1330950,24109195,2019/4/1,第六教学楼[出门],1,允许通过,08:46
1331484,5617812,2019/4/1,飞凤轩[出门],1,允许通过,08:48
1331485,738235,2019/4/1,飞凤轩[出门],1,允许通过,08:49
1330951,18463415,2019/4/1,第六教学楼[进门],1,允许通过,08:50
1331890,16649895,2019/4/1,第七教学楼[进门],1,允许通过,08:50
1331486,20627794,2019/4/1,飞凤轩[进门],1,允许通过,08:51
1330952,24109195,2019/4/1,第六教学楼[进门],1,允许通过,08:51
1330953,23216400,2019/4/1,第六教学楼[进门],1,允许通过,08:52
1331487,8011572,2019/4/1,飞凤轩[进门],1,允许通过,08:55
1331891,23961543,2019/4/1,第七教学楼[进门],1,允许通过,08:55
1330954,18463415,2019/4/1,第六教学楼[出门],1,允许通过,08:55
1330955,11909419,2019/4/1,第六教学楼[出门],1,允许通过,08:56
1331488,11425344,2019/4/1,飞凤轩[出门],1,允许通过,08:57
1331489,15726587,2019/4/1,飞凤轩[出门],1,允许通过,08:58
1330957,18463415,2019/4/1,第六教学楼[进门],1,允许通过,08:59
1330956,18463415,2019/4/1,第六教学楼[进门],1,允许通过,08:59
1330958,19463495,2019/4/1,第六教学楼[出门],1,允许通过,00:00
1330959,19705610,2019/4/1,第六教学楼[出门],1,允许通过,00:00
1331490,11425344,2019/4/1,飞凤轩[进门],1,允许通过,00:00
1330960,17761399,2019/4/1,第六教学楼[出门],1,允许通过,09:01
1330961,17761399,2019/4/1,第六教学楼[进门],1,允许通过,00:00
1331491,3138436,2019/4/1,飞凤轩[出门],1,允许通过,09:02
1330962,17761399,2019/4/1,第六教学楼[出门],1,允许通过,00:00
1331492,15564475,2019/4/1,飞凤轩[出门],1,允许通过,00:00
1330963,17761399,2019/4/1,第六教学楼[进门],1,允许通过,09:03
1331493,14339044,2019/4/1,飞凤轩[出门],1,允许通过,00:00
1331892,14149056,2019/4/1,第七教学楼[进门],1,允许通过,09:04
1330964,20440592,2019/4/1,第六教学楼[出门],1,允许通过,09:04
1330965,21031498,2019/4/1,第六教学楼[出门],1,允许通过,00:00
1330966,24126591,2019/4/1,第六教学楼[出门],1,允许通过,00:00
1330967,19654586,2019/4/1,第六教学楼[出门],1,允许通过,00:00
1330968,17761399,2019/4/1,第六教学楼[进门],1,允许通过,00:00
1331494,8034976,2019/4/1,飞凤轩[出门],1,允许通过,00:00
1330969,24735584,2019/4/1,第六教学楼[进门],1,允许通过,00:00
1330970,21031498,2019/4/1,第六教学楼[进门],1,允许通过,09:08
1331495,21607994,2019/4/1,飞凤轩[出门],1,允许通过,09:09
1330971,21226794,2019/4/1,第六教学楼[进门],1,允许通过,00:00
1330972,18463415,2019/4/1,第六教学楼[出门],1,允许通过,00:00
1331496,21607994,2019/4/1,飞凤轩[进门],1,允许通过,09:12
1330973,17761399,2019/4/1,第六教学楼[出门],1,允许通过,09:12
1330974,17761399,2019/4/1,第六教学楼[进门],1,允许通过,09:13
1330975,21230346,2019/4/1,第六教学楼[出门],1,允许通过,09:13
1331497,19939130,2019/4/1,飞凤轩[出门],1,允许通过,09:13
1330976,21027066,2019/4/1,第六教学楼[出门],1,允许通过,09:14
1331498,17260261,2019/4/1,飞凤轩[出门],1,允许通过,09:14
1331499,19229066,2019/4/1,飞凤轩[出门],1,允许通过,09:16
1331500,19939130,2019/4/1,飞凤轩[进门],1,允许通过,09:17
1330977,21230346,2019/4/1,第六教学楼[进门],1,允许通过,09:17
1331893,2225794,2019/4/1,第七教学楼[进门],1,允许通过,09:17
1331501,206290,2019/4/1,飞凤轩[出门],1,允许通过,09:18
1330978,17263925,2019/4/1,第六教学楼[进门],1,允许通过,09:18
1330868,10152386,2019/4/1,第五教学楼[进门],1,允许通过,09:20
1330979,19036071,2019/4/1,第六教学楼[出门],1,允许通过,09:20
1330980,14728416,2019/4/1,第六教学楼[进门],1,允许通过,09:21
1331502,21452138,2019/4/1,飞凤轩[进门],1,允许通过,09:21
1330981,18762746,2019/4/1,第六教学楼[出门],1,允许通过,09:21
1330982,5310804,2019/4/1,第六教学楼[出门],1,允许通过,09:22
1331503,20608442,2019/4/1,飞凤轩[出门],1,允许通过,09:23
1330983,19050980,2019/4/1,第六教学楼[出门],1,允许通过,09:24
1331504,21844442,2019/4/1,飞凤轩[出门],1,允许通过,09:24
1331894,17004341,2019/4/1,第七教学楼[进门],1,允许通过,09:24
1331505,1050331,2019/4/1,飞凤轩[出门],1,允许通过,09:25
1330984,20513226,2019/4/1,第六教学楼[出门],1,允许通过,09:26
1331506,1123222,2019/4/1,飞凤轩[出门],1,允许通过,09:26
1330985,19050980,2019/4/1,第六教学楼[进门],1,允许通过,09:27
1331507,20527930,2019/4/1,飞凤轩[进门],1,允许通过,09:27
1331508,1338555,2019/4/1,飞凤轩[出门],1,允许通过,09:28
1330986,21561290,2019/4/1,第六教学楼[出门],1,允许通过,09:29
1331509,21229194,2019/4/1,飞凤轩[出门],1,允许通过,09:29
1330987,5310804,2019/4/1,第六教学楼[进门],1,允许通过,09:29
1331510,13353931,2019/4/1,飞凤轩[进门],1,允许通过,09:29
1330988,20513226,2019/4/1,第六教学楼[进门],1,允许通过,09:30
1330990,24415563,2019/4/1,第六教学楼[出门],1,允许通过,09:31
1330991,21926618,2019/4/1,第六教学楼[出门],1,允许通过,09:31
1331511,7849152,2019/4/1,飞凤轩[出门],1,允许通过,09:31
1330992,20037914,2019/4/1,第六教学楼[出门],1,允许通过,09:31
1331513,13741120,2019/4/1,飞凤轩[出门],1,允许通过,09:32
1331514,23961930,2019/4/1,飞凤轩[出门],1,允许通过,09:32
1330993,21648378,2019/4/1,第六教学楼[出门],1,允许通过,09:33
1331515,21911002,2019/4/1,飞凤轩[进门],1,允许通过,09:33
1331516,15726587,2019/4/1,飞凤轩[出门],1,允许通过,09:34
1331517,321915,2019/4/1,飞凤轩[出门],1,允许通过,09:34
1330994,7928314,2019/4/1,第六教学楼[出门],1,允许通过,09:34
1331518,20627946,2019/4/1,飞凤轩[出门],1,允许通过,09:34
1330995,19536490,2019/4/1,第六教学楼[进门],1,允许通过,09:34
1331519,12710194,2019/4/1,飞凤轩[进门],1,允许通过,09:35
1331520,934134,2019/4/1,飞凤轩[出门],1,允许通过,09:35
1330996,21810250,2019/4/1,第六教学楼[出门],1,允许通过,09:36
1331521,19930282,2019/4/1,飞凤轩[出门],1,允许通过,09:36
1330997,7110939,2019/4/1,第六教学楼[出门],1,允许通过,09:36
1330998,864299,2019/4/1,第六教学楼[出门],1,允许通过,09:37
1330999,4400443,2019/4/1,第六教学楼[进门],1,允许通过,09:37
1331522,39330,2019/4/1,飞凤轩[进门],1,允许通过,09:37
1331523,18421050,2019/4/1,飞凤轩[出门],1,允许通过,09:38
1331524,17931525,2019/4/1,飞凤轩[出门],1,允许通过,09:38
1331000,12363575,2019/4/1,第六教学楼[出门],1,允许通过,09:38
1331525,14746267,2019/4/1,飞凤轩[进门],1,允许通过,09:39
1331526,18535495,2019/4/1,飞凤轩[进门],1,允许通过,09:39
1331001,23263946,2019/4/1,第六教学楼[出门],1,允许通过,09:40
1331527,21727786,2019/4/1,飞凤轩[出门],1,允许通过,09:40
1331002,20440592,2019/4/1,第六教学楼[进门],1,允许通过,09:40
1331003,22128116,2019/4/1,第六教学楼[出门],1,允许通过,09:40
1331528,21655658,2019/4/1,飞凤轩[出门],1,允许通过,09:40
1331004,19934242,2019/4/1,第六教学楼[出门],1,允许通过,09:41
1331529,19756586,2019/4/1,飞凤轩[出门],1,允许通过,09:41
1331811,15939040,2019/4/1,青鸾苑[出门],1,允许通过,09:41
1331005,22128116,2019/4/1,第六教学楼[进门],1,允许通过,09:42
1331006,1913899,2019/4/1,第六教学楼[出门],1,允许通过,09:43
1331530,21947482,2019/4/1,飞凤轩[出门],1,允许通过,09:43
1331813,3724791,2019/4/1,青鸾苑[出门],1,允许通过,09:43
1331812,3724791,2019/4/1,青鸾苑[出门],1,允许通过,09:43
1331814,3724791,2019/4/1,青鸾苑[出门],1,允许通过,09:43
1331007,24155531,2019/4/1,第六教学楼[出门],1,允许通过,09:43
1331531,19213370,2019/4/1,飞凤轩[出门],1,允许通过,09:44
1331008,20711738,2019/4/1,第六教学楼[出门],1,允许通过,09:44
1331532,600342,2019/4/1,飞凤轩[出门],1,允许通过,09:44
1331009,20442666,2019/4/1,第六教学楼[进门],1,允许通过,09:44
1331533,8752162,2019/4/1,飞凤轩[进门],1,允许通过,09:44
1331534,21911002,2019/4/1,飞凤轩[出门],1,允许通过,09:45
1331535,6249920,2019/4/1,飞凤轩[进门],1,允许通过,09:45
1331010,9128416,2019/4/1,第六教学楼[出门],1,允许通过,09:45
1331536,20527930,2019/4/1,飞凤轩[出门],1,允许通过,09:46
1331011,21403626,2019/4/1,第六教学楼[出门],1,允许通过,09:46
1331537,21607994,2019/4/1,飞凤轩[出门],1,允许通过,09:46
1331012,1928603,2019/4/1,第六教学楼[进门],1,允许通过,09:47
1331538,8551712,2019/4/1,飞凤轩[出门],1,允许通过,09:47
1331895,16622005,2019/4/1,第七教学楼[进门],1,允许通过,09:47
1331013,20711738,2019/4/1,第六教学楼[进门],1,允许通过,09:48
1331539,17926549,2019/4/1,飞凤轩[进门],1,允许通过,09:48
1331540,20523738,2019/4/1,飞凤轩[进门],1,允许通过,09:49
1331815,17557895,2019/4/1,青鸾苑[出门],1,允许通过,09:49
1331014,22828722,2019/4/1,第六教学楼[进门],1,允许通过,09:49
1331541,8510898,2019/4/1,飞凤轩[出门],1,允许通过,09:49
1331542,17608565,2019/4/1,飞凤轩[出门],1,允许通过,09:50
1331015,21609674,2019/4/1,第六教学楼[进门],1,允许通过,09:50
1331543,19755962,2019/4/1,飞凤轩[进门],1,允许通过,09:50
1331544,5363367,2019/4/1,飞凤轩[出门],1,允许通过,09:51
1331016,15950336,2019/4/1,第六教学楼[出门],1,允许通过,09:51
1331545,19046138,2019/4/1,飞凤轩[出门],1,允许通过,09:51
1331546,20107578,2019/4/1,飞凤轩[进门],1,允许通过,09:51
1331017,1020390,2019/4/1,第六教学楼[出门],1,允许通过,09:51
1331897,21744650,2019/4/1,第七教学楼[进门],1,允许通过,09:53
1331018,1363371,2019/4/1,第六教学楼[出门],1,允许通过,09:53
1331547,8752162,2019/4/1,飞凤轩[出门],1,允许通过,09:53
1331019,20442666,2019/4/1,第六教学楼[出门],1,允许通过,09:53
1331548,21756842,2019/4/1,飞凤轩[出门],1,允许通过,09:54
1331549,16137467,2019/4/1,飞凤轩[进门],1,允许通过,09:54
1331550,1046214,2019/4/1,飞凤轩[进门],1,允许通过,09:55
1331020,19352298,2019/4/1,第六教学楼[进门],1,允许通过,09:55
1331551,17327637,2019/4/1,飞凤轩[出门],1,允许通过,09:56
1331552,13929133,2019/4/1,飞凤轩[进门],1,允许通过,09:56
1331021,24961634,2019/4/1,第六教学楼[出门],1,允许通过,09:56
1331022,11819104,2019/4/1,第六教学楼[进门],1,允许通过,09:57
1331023,11819104,2019/4/1,第六教学楼[进门],1,允许通过,09:57
1331553,23020896,2019/4/1,飞凤轩[进门],1,允许通过,09:57
1331024,4400443,2019/4/1,第六教学楼[出门],1,允许通过,09:57
1331554,15208082,2019/4/1,飞凤轩[进门],1,允许通过,09:58
1331816,17835991,2019/4/1,青鸾苑[出门],1,允许通过,09:58
1331025,4400443,2019/4/1,第六教学楼[进门],1,允许通过,09:58
1331555,8931232,2019/4/1,飞凤轩[进门],1,允许通过,09:58
1331556,17750453,2019/4/1,飞凤轩[出门],1,允许通过,09:59
1331557,18754634,2019/4/1,飞凤轩[进门],1,允许通过,09:59
1331026,651346,2019/4/1,第六教学楼[出门],1,允许通过,09:59
1331559,20119114,2019/4/1,飞凤轩[出门],1,允许通过,10:00
1331558,20119114,2019/4/1,飞凤轩[出门],1,允许通过,10:00
1331027,15363220,2019/4/1,第六教学楼[进门],1,允许通过,10:00
1331560,23946155,2019/4/1,飞凤轩[出门],1,允许通过,00:00
1331561,17162410,2019/4/1,飞凤轩[进门],1,允许通过,10:01
1331817,16649972,2019/4/1,青鸾苑[出门],1,允许通过,00:00
1331564,21357514,2019/4/1,飞凤轩[出门],1,允许通过,00:00
1331565,1046214,2019/4/1,飞凤轩[出门],1,允许通过,10:02
1331566,1046214,2019/4/1,飞凤轩[进门],1,允许通过,00:00
1331567,24357338,2019/4/1,飞凤轩[进门],1,允许通过,10:04
1331818,6310108,2019/4/1,青鸾苑[进门],1,允许通过,00:00
1331028,24357387,2019/4/1,第六教学楼[出门],1,允许通过,00:00
1331568,22009269,2019/4/1,飞凤轩[进门],1,允许通过,00:00
1331029,24961634,2019/4/1,第六教学楼[进门],1,允许通过,10:06
1331569,20435898,2019/4/1,飞凤轩[进门],1,允许通过,00:00
1331901,18718426,2019/4/1,第七教学楼[进门],1,允许通过,00:00
1331570,3414186,2019/4/1,飞凤轩[进门],1,允许通过,00:00
1331030,11917771,2019/4/1,第六教学楼[进门],1,允许通过,00:00
1331571,7725856,2019/4/1,飞凤轩[进门],1,允许通过,10:09
1331572,3414186,2019/4/1,飞凤轩[出门],1,允许通过,00:00
